key-for-ranking,Metro_2013,Unemployment_rate_2007,Unemployment_rate_2008,Unemployment_rate_2009,Unemployment_rate_2010,Unemployment_rate_2011,Unemployment_rate_2012,Unemployment_rate_2013,Unemployment_rate_2014,Unemployment_rate_2015,Unemployment_rate_2016
20083,0.0,4.0,3.4,4.0,3.7,3.8,3.4,3.9,3.4,3.1,2.6
20085,1.0,5.5,5.8,7.0,6.2,6.0,5.6,5.1,4.1,3.7,3.4
20087,1.0,5.0,5.3,7.6,7.5,7.1,6.1,5.7,4.8,4.2,3.9
20089,0.0,2.9,3.2,4.2,5.5,4.7,4.3,3.7,3.9,4.4,4.3
20091,1.0,4.1,4.6,6.5,6.1,5.4,4.6,4.3,3.8,3.4,3.3
20093,0.0,3.2,3.4,4.4,4.5,4.4,4.0,3.6,3.1,3.1,3.2
20095,1.0,3.4,3.3,5.6,6.9,6.4,6.1,5.4,4.0,4.3,4.4
20097,0.0,4.7,3.4,3.5,5.2,4.2,3.8,3.4,3.3,3.0,2.7
20099,0.0,4.9,5.3,8.6,9.5,9.1,8.0,7.2,5.8,5.7,5.4
20101,0.0,3.6,3.7,3.3,4.2,4.6,4.6,3.5,3.2,3.3,3.1
20103,1.0,5.4,5.8,8.0,7.6,7.3,6.4,6.0,5.0,4.5,4.3
20105,0.0,3.9,3.7,5.5,6.0,5.2,4.9,4.6,4.1,3.4,3.4
20107,1.0,6.4,6.7,11.2,11.2,11.2,9.9,8.7,7.5,6.4,6.4
20109,0.0,2.8,2.8,3.3,3.5,3.3,3.0,2.8,2.2,2.4,2.6
20111,0.0,4.1,5.9,6.1,6.7,6.4,5.8,7.2,5.1,4.3,4.1
20113,0.0,3.5,3.6,4.9,5.2,4.6,4.1,3.9,3.2,3.0,3.2
20115,0.0,3.7,3.7,5.5,5.9,5.7,5.1,4.7,4.1,3.8,3.9
20117,0.0,3.2,3.7,5.6,5.1,4.7,4.2,3.9,3.2,2.9,3.0
20119,0.0,2.9,3.0,3.8,4.2,3.7,3.4,3.1,2.6,2.9,2.7
20121,1.0,4.7,5.1,8.2,7.6,7.2,6.3,5.6,4.7,4.3,4.2
20123,0.0,3.5,3.3,4.6,4.8,3.6,3.0,2.9,3.3,3.3,3.3
20125,0.0,4.9,5.6,9.8,10.6,9.9,7.7,6.8,5.7,6.5,6.1
20127,0.0,4.9,4.8,7.0,6.8,6.7,6.1,5.5,4.4,4.3,3.8
20129,0.0,2.7,2.8,4.2,4.3,3.7,3.7,3.9,4.0,4.2,3.9
20131,0.0,3.1,3.1,4.1,4.3,3.9,3.6,3.5,2.9,2.6,2.7
20133,0.0,4.1,4.9,8.4,10.2,9.3,8.8,8.5,7.5,7.4,7.2
20135,0.0,2.9,3.1,3.9,4.0,3.4,3.3,3.1,2.7,3.3,3.4
20137,0.0,3.2,3.2,4.4,3.8,3.5,3.1,2.8,2.4,2.5,2.4
20139,1.0,5.5,6.0,7.8,8.3,8.3,7.3,6.7,5.4,5.0,4.4
20141,0.0,3.8,3.4,4.4,4.9,4.5,4.3,4.2,3.7,3.5,3.4
20143,0.0,3.8,3.7,5.6,6.0,5.7,5.4,4.5,4.1,3.8,3.8
20145,0.0,3.1,3.2,3.8,4.7,4.6,4.1,4.4,3.8,3.7,3.3
20147,0.0,3.0,4.3,6.2,5.1,5.1,4.5,4.2,3.5,3.2,3.2
20149,1.0,3.3,3.6,5.7,5.2,5.0,4.7,4.6,3.9,3.6,3.5
20151,0.0,3.1,3.5,5.0,5.6,5.1,4.5,4.0,3.3,4.0,4.1
20153,0.0,3.6,3.5,3.9,3.5,3.5,2.7,2.7,2.4,2.3,2.4
20155,0.0,4.2,4.1,5.8,6.4,6.0,5.5,5.2,4.4,4.3,4.4
20157,0.0,3.2,3.1,4.2,4.3,3.8,3.8,3.4,3.0,2.7,2.8
20159,0.0,3.9,3.8,5.0,5.4,5.2,4.5,4.3,3.5,3.8,4.0
20161,1.0,3.1,3.5,4.4,5.0,4.8,4.4,4.2,3.7,3.4,3.4
20163,0.0,3.7,4.6,6.7,6.3,5.3,4.6,4.2,3.6,4.6,4.7
20165,0.0,3.7,3.9,5.7,5.4,4.4,4.7,4.3,3.5,3.5,4.0
20167,0.0,3.6,3.7,4.9,5.1,4.7,4.1,3.9,3.5,3.7,4.2
20169,0.0,3.6,3.8,5.5,6.2,6.1,5.8,5.0,4.2,3.8,3.7
20171,0.0,2.8,2.7,3.0,3.8,3.7,3.1,2.9,2.7,2.7,2.5
20173,1.0,4.2,4.5,8.4,8.8,8.0,6.9,6.1,5.4,4.8,4.6
20175,0.0,3.4,3.1,4.9,4.9,4.6,4.1,4.1,3.5,4.3,4.3
20177,1.0,4.6,5.0,6.5,7.0,6.8,6.2,5.8,4.8,4.2,4.0
20179,0.0,2.8,2.6,2.8,3.4,3.2,2.8,2.7,2.6,2.2,2.4
20181,0.0,2.9,3.1,4.0,4.8,4.0,3.8,4.0,3.2,2.9,3.3
20183,0.0,3.2,4.0,4.7,4.3,4.0,3.9,3.6,3.1,3.9,3.2
20185,0.0,3.7,3.7,5.2,5.1,5.1,4.6,4.4,3.8,4.0,3.7
20187,0.0,2.9,3.3,3.3,4.1,4.0,3.5,3.6,3.3,3.0,2.8
20189,0.0,3.3,3.4,4.8,4.2,4.1,3.5,3.0,3.0,3.7,4.0
20191,1.0,4.4,4.6,8.7,8.9,7.7,6.4,5.6,4.8,4.4,4.2
20193,0.0,3.0,3.1,3.7,4.0,3.7,3.5,3.5,2.9,2.6,2.7
20195,0.0,3.3,3.0,3.7,4.7,4.7,4.3,3.7,3.1,3.5,4.0
20197,1.0,4.0,4.5,7.2,6.5,6.3,5.4,5.0,4.1,3.9,3.6
20199,0.0,2.9,4.8,6.0,5.9,5.4,4.2,3.2,2.6,2.7,2.7
20201,0.0,3.4,3.6,4.8,4.8,4.6,4.2,3.7,3.2,3.1,3.3
20203,0.0,3.0,3.2,3.4,3.4,3.8,5.3,3.5,2.8,2.9,2.3
20205,0.0,3.7,5.6,10.8,12.0,11.4,9.9,8.9,6.9,6.6,6.0
20207,0.0,5.2,5.7,8.5,7.9,6.8,6.2,6.2,5.3,5.0,5.8
20209,1.0,7.6,8.1,10.7,10.1,9.5,8.4,7.9,6.9,6.0,5.5
21000,,5.4,6.4,10.3,10.2,9.4,8.2,8.0,6.5,5.3,5.1
21001,0.0,5.8,6.8,10.8,12.4,11.8,9.5,10.1,8.7,7.2,6.7
21003,1.0,5.8,7.0,14.4,11.7,9.8,8.0,7.4,5.9,4.9,4.3
21005,0.0,5.0,6.4,10.4,9.6,8.3,6.9,6.4,5.2,4.1,4.1
21007,0.0,5.5,6.2,10.0,10.3,10.0,9.1,9.2,8.0,6.9,9.0
21009,0.0,5.2,6.1,12.3,11.2,9.8,7.9,7.7,6.3,5.2,4.7
21011,0.0,7.5,8.9,15.4,14.6,12.6,10.4,10.3,8.9,7.7,7.4
21013,0.0,8.0,8.9,12.0,12.1,11.9,11.9,13.3,10.1,8.6,9.2
21015,1.0,4.4,5.4,9.0,8.9,7.9,6.8,6.6,5.2,4.1,3.8
21017,1.0,4.9,5.8,9.6,9.1,8.4,7.3,7.0,5.6,4.7,4.8
21019,1.0,5.2,5.9,8.4,10.2,10.3,9.3,9.4,7.5,6.9,8.2
21021,0.0,6.0,6.7,11.3,11.2,10.7,9.0,8.8,6.9,5.5,5.0
21023,1.0,6.0,7.2,11.2,11.4,10.8,9.4,9.8,7.9,6.3,6.1
21025,0.0,7.0,7.3,10.2,13.5,12.8,14.5,14.9,11.4,9.8,9.9
21027,0.0,6.0,7.5,11.8,12.9,11.6,9.7,9.2,7.2,6.2,6.3
21029,1.0,5.6,7.0,10.8,10.6,9.9,8.1,7.4,5.8,4.5,4.2
21031,1.0,6.3,7.9,14.3,12.0,10.7,9.0,9.2,7.5,5.9,5.5
21033,0.0,5.3,6.5,10.0,10.5,9.6,8.3,8.2,6.5,5.6,5.5
21035,0.0,5.4,5.8,8.3,8.1,7.5,7.1,7.3,5.8,4.6,4.6
21037,1.0,5.0,6.0,10.0,9.1,8.3,6.9,6.6,5.2,4.1,3.9
21039,0.0,6.1,6.5,8.8,9.1,8.9,8.0,7.2,6.0,5.9,6.5
21041,0.0,5.4,7.5,13.0,14.5,12.2,10.2,9.1,7.1,5.5,5.0
21043,0.0,7.1,8.2,12.5,14.1,13.8,12.5,12.7,10.7,10.1,10.6
21045,0.0,5.5,6.3,10.6,11.0,10.0,8.4,8.6,6.8,5.8,4.9
21047,1.0,6.3,8.3,12.3,11.7,10.8,9.3,9.4,7.6,6.3,6.2
21049,1.0,4.9,6.3,11.0,10.8,9.9,8.1,7.5,6.1,5.2,4.8
21051,0.0,10.6,10.4,13.7,14.5,15.0,14.0,14.3,11.2,9.7,10.2
21053,0.0,5.2,6.5,9.4,11.0,11.4,10.9,10.5,9.0,8.4,7.6
21055,0.0,6.1,6.5,10.6,9.9,8.5,7.7,7.4,6.2,5.5,5.3
21057,0.0,6.9,7.8,12.8,11.8,11.0,10.8,10.7,7.6,6.0,5.7
21059,1.0,4.8,5.7,9.3,9.3,8.4,7.0,6.9,5.7,4.6,4.5
21061,1.0,6.3,7.5,13.6,13.3,11.7,10.0,10.0,8.3,7.0,6.2
21063,0.0,7.5,8.3,13.4,15.8,15.8,14.4,14.5,11.3,10.3,11.6
21065,0.0,6.4,7.8,12.5,13.5,12.4,10.0,9.7,7.5,6.2,5.9
21067,1.0,4.0,4.8,7.8,7.4,6.9,5.8,5.8,4.8,3.8,3.6
21069,0.0,6.4,7.2,12.3,11.5,10.6,9.0,9.5,7.7,6.3,6.3
21071,0.0,6.5,6.7,10.9,13.5,11.2,11.6,13.3,10.3,9.5,11.4
21073,0.0,4.5,5.8,8.9,8.7,7.9,6.7,6.6,5.3,4.3,4.1
21075,0.0,7.5,7.6,12.7,11.5,12.5,11.3,10.8,8.3,7.7,7.0
21077,1.0,5.4,7.1,12.1,12.3,10.7,9.3,9.3,7.0,5.2,4.9
21079,0.0,5.6,6.5,11.8,11.1,10.0,8.4,8.2,6.5,5.2,4.9
21081,1.0,5.5,7.0,11.5,11.8,10.7,9.0,8.3,6.5,5.3,4.9
21083,0.0,6.3,6.9,9.9,9.5,9.1,8.2,8.5,7.5,6.2,6.3
21085,0.0,8.1,9.9,14.7,14.2,12.3,10.3,10.3,8.4,6.7,6.8
21087,0.0,6.1,7.7,11.8,11.8,9.7,8.3,8.3,6.5,5.3,4.5
21089,1.0,5.4,6.2,9.3,11.5,11.2,9.9,10.2,8.5,7.6,8.7
21091,1.0,5.1,5.8,11.7,10.3,8.4,7.2,7.2,6.0,5.0,5.4
21093,1.0,5.1,6.2,10.3,9.7,9.2,8.2,7.7,6.2,5.0,4.5
21095,0.0,9.0,8.9,10.9,11.9,11.2,14.1,18.1,13.9,12.7,13.2
21097,0.0,4.9,6.3,11.4,11.1,10.1,7.9,7.6,6.0,4.7,4.7
21099,0.0,5.3,6.6,10.3,10.4,9.9,8.3,7.9,6.3,5.1,4.8
21101,1.0,5.0,6.1,10.6,10.3,9.0,7.5,7.5,6.1,4.8,4.8
21103,1.0,5.3,6.2,10.5,9.9,8.8,7.3,7.2,5.8,4.6,4.1
21105,0.0,6.8,7.0,8.8,8.2,8.9,8.1,7.1,6.2,6.1,6.0
21107,0.0,5.9,7.3,9.2,9.7,8.5,7.7,7.9,6.4,5.7,5.8
21109,0.0,13.6,11.3,16.4,14.1,13.6,11.8,11.6,11.5,8.9,8.0
21111,1.0,5.3,6.3,10.1,10.0,9.5,7.9,7.5,6.0,4.8,4.4
21113,1.0,4.4,5.5,9.1,8.5,7.8,6.7,6.5,5.2,4.2,4.0
21115,0.0,6.1,6.9,10.3,12.6,10.9,10.2,11.0,9.2,8.9,10.4
21117,1.0,4.8,5.9,9.9,9.8,8.8,7.4,7.0,5.5,4.4,4.1
21119,0.0,6.9,6.8,10.6,13.5,11.8,13.8,15.4,11.1,10.2,11.6
21121,0.0,6.7,7.6,11.6,13.5,13.3,12.8,13.0,9.9,8.2,8.0
21123,1.0,5.1,6.5,11.8,11.3,10.0,8.6,8.2,6.6,5.1,4.6
21125,0.0,5.3,6.6,10.2,11.4,11.5,10.2,9.7,7.6,6.3,6.2
21127,0.0,7.8,8.6,11.8,13.6,11.7,10.6,11.2,9.6,9.6,11.0
21129,0.0,6.6,7.4,11.7,12.6,12.6,12.6,12.5,9.7,8.7,9.9
21131,0.0,8.7,8.3,12.4,12.9,12.6,14.3,17.6,12.8,11.2,13.6
21133,0.0,7.4,6.9,10.7,11.4,10.2,13.5,16.7,12.3,11.6,12.5
21135,0.0,7.6,9.5,15.2,13.8,13.0,11.6,12.1,9.6,8.9,9.9
21137,0.0,6.5,7.5,12.6,12.8,12.3,10.3,10.7,8.8,6.8,6.1
21139,0.0,5.4,6.1,9.9,12.0,11.0,9.7,9.9,8.2,7.2,7.2
21141,0.0,5.3,6.3,10.9,9.9,8.9,7.6,7.1,5.7,4.8,4.4
21143,0.0,6.4,7.6,12.3,11.6,10.4,9.2,8.2,7.0,5.8,5.9
21145,0.0,4.9,5.8,8.8,9.1,8.6,8.0,7.9,7.0,5.7,5.8
21147,0.0,9.0,9.6,14.0,14.5,14.6,13.2,13.1,10.6,8.5,8.1
21149,1.0,5.8,7.1,10.5,10.2,8.9,7.6,7.7,6.4,4.9,4.9
21151,0.0,4.7,5.5,9.1,8.5,7.9,6.7,6.6,5.4,4.3,4.2
21153,0.0,10.4,10.7,18.4,20.5,17.1,17.2,17.6,14.0,15.8,19.9
21155,0.0,5.1,6.4,13.2,12.6,10.8,8.9,8.2,6.4,4.9,4.3
21157,0.0,5.8,6.3,10.6,10.5,9.3,8.1,8.1,6.7,5.6,5.8
21159,0.0,7.8,7.6,11.3,10.3,9.0,9.1,9.8,9.1,10.0,10.4
21161,0.0,4.6,6.0,10.8,11.3,10.3,9.4,10.0,7.9,6.2,6.4
21163,1.0,6.0,7.7,12.9,11.8,11.3,9.8,9.0,7.1,5.6,5.2
21165,0.0,8.5,9.9,16.4,15.5,14.1,11.6,12.1,9.8,8.6,8.7
21167,0.0,5.2,6.3,11.3,11.2,10.4,8.2,7.9,6.2,5.0,4.9
21169,0.0,5.6,7.0,15.6,13.3,11.2,8.0,7.8,6.1,5.2,4.6
21171,0.0,6.8,8.3,13.9,10.7,9.0,7.2,7.1,5.5,4.4,4.3
21173,0.0,5.8,7.4,12.4,12.2,11.2,8.8,8.5,7.5,6.6,6.5
21175,0.0,8.7,9.7,13.6,13.0,11.0,10.6,10.6,9.4,8.4,8.1
21177,0.0,7.9,8.5,10.8,10.9,10.3,9.8,9.4,7.6,7.2,7.4
21179,0.0,5.8,7.3,12.4,11.2,10.6,8.3,7.5,6.1,5.1,4.6
21181,0.0,6.3,7.3,12.2,10.1,9.1,8.2,8.6,7.7,6.3,5.8
21183,0.0,5.2,6.4,9.7,11.2,9.9,8.7,9.3,7.7,6.4,6.7
21185,1.0,4.8,5.6,8.3,7.5,7.0,5.9,5.7,4.7,3.9,3.4
21187,0.0,5.0,6.5,9.8,8.4,7.6,6.6,6.3,5.0,4.2,4.3
21189,0.0,9.2,8.0,10.5,13.3,13.2,12.8,12.6,10.4,10.2,9.8
21191,1.0,5.8,7.7,12.3,12.3,10.8,8.8,8.4,6.7,5.3,4.8
21193,0.0,7.0,6.8,10.7,11.7,10.4,12.5,13.9,10.3,9.1,10.9
21195,0.0,5.9,5.8,9.6,10.4,9.2,9.7,11.9,10.5,9.3,11.0
21197,0.0,6.6,8.6,15.5,15.5,12.9,10.9,10.8,8.5,7.1,7.2
21199,0.0,5.9,6.7,10.3,10.6,10.7,9.4,9.2,7.3,5.9,5.5
21201,0.0,4.8,6.1,9.9,11.6,11.2,10.2,11.0,7.8,6.5,6.2
21203,0.0,6.6,7.3,13.2,11.2,11.5,10.2,9.3,7.6,6.4,6.2
21205,0.0,5.3,6.0,9.1,10.1,9.5,8.3,8.3,7.0,5.9,6.0
21207,0.0,6.1,7.3,12.0,12.8,11.7,10.3,11.6,10.2,11.8,8.5
21209,1.0,4.4,5.4,9.6,8.7,8.0,6.5,6.1,4.9,3.9,3.8
21211,1.0,4.7,5.7,9.4,8.9,7.9,6.2,6.1,5.0,4.0,3.6
21213,0.0,5.1,6.4,12.9,13.0,11.0,8.5,7.5,5.9,4.8,4.5
21215,1.0,6.0,7.3,10.3,9.9,9.1,7.0,6.4,5.3,4.3,3.8
21217,0.0,5.3,6.1,10.4,12.3,10.8,9.6,9.4,7.7,6.0,5.0
21219,0.0,6.5,7.1,11.9,10.0,8.7,7.6,7.4,5.4,4.8,4.5
21221,1.0,5.8,7.7,15.4,14.1,11.4,9.4,9.0,7.1,5.7,5.7
21223,1.0,6.2,7.3,11.7,12.9,11.4,9.0,8.3,7.3,5.6,5.4
21225,0.0,5.5,6.5,11.4,9.7,9.0,7.8,7.7,6.4,6.8,6.9
21227,1.0,4.3,5.4,9.9,9.2,8.3,6.9,6.9,5.6,4.5,3.9
21229,0.0,5.6,7.2,13.0,10.1,9.3,7.5,6.9,5.4,4.5,4.3
21231,0.0,6.5,8.3,13.8,14.1,14.3,13.0,11.9,9.7,8.2,7.7
21233,0.0,5.8,6.3,9.6,9.5,8.0,7.1,7.1,5.5,5.2,6.1
21235,0.0,6.4,7.3,11.3,12.6,12.0,10.7,10.6,8.7,6.8,6.6
21237,0.0,9.7,9.8,13.4,16.4,14.9,14.2,14.2,11.3,10.2,10.2
21239,1.0,3.9,4.8,8.2,7.3,6.5,5.4,5.3,4.5,3.5,3.2
22000,,4.3,4.9,6.8,8.0,7.8,7.1,6.7,6.4,6.3,6.1
22001,1.0,3.8,4.2,6.5,7.3,6.7,6.0,6.0,5.8,6.8,7.4
22003,0.0,5.7,6.2,9.4,9.8,9.1,8.0,7.5,7.2,7.0,6.4
22005,1.0,4.0,4.4,5.9,7.5,7.0,6.1,5.6,5.3,5.1,4.9
22007,0.0,4.7,5.8,8.0,11.6,12.1,9.7,8.3,7.7,7.9,8.4
22009,0.0,5.2,6.0,7.5,8.4,8.4,7.6,7.5,7.2,7.5,7.1
22011,0.0,4.9,5.5,7.9,7.9,8.2,7.5,7.4,6.8,6.3,6.0
22013,0.0,5.5,6.5,9.6,10.0,10.1,9.0,8.7,7.9,8.3,7.6
22015,1.0,4.1,4.5,6.0,6.1,5.9,5.8,6.0,5.7,5.7,5.3
22017,1.0,5.2,5.7,7.7,8.1,7.9,7.7,7.9,7.4,7.1,6.6
22019,1.0,4.1,4.5,6.3,8.0,7.7,6.9,6.5,5.9,5.4,4.8
22021,0.0,4.8,5.2,9.5,10.8,10.0,8.7,8.2,7.7,8.3,7.6
22023,1.0,3.7,4.4,5.9,6.3,5.8,5.2,5.3,4.9,4.7,4.4
22025,0.0,5.8,6.8,10.2,10.3,10.3,8.9,8.5,8.1,9.6,9.3
22027,0.0,5.5,6.3,9.4,8.7,8.3,7.4,7.5,7.4,7.3,6.7
22029,0.0,6.1,7.4,11.1,9.9,9.6,8.8,8.5,8.6,8.7,8.2
22031,1.0,5.8,7.2,8.5,8.8,8.5,9.0,8.8,8.1,8.0,7.3
22033,1.0,4.1,4.7,6.2,7.6,7.6,6.7,6.2,5.7,5.4,5.1
22035,0.0,9.7,10.5,13.0,17.7,18.1,20.0,16.9,14.6,14.1,11.5
22037,1.0,4.8,5.4,7.2,8.3,8.5,7.5,6.9,6.4,6.0,5.8
22039,0.0,5.1,5.4,7.9,8.6,8.4,7.4,6.8,6.8,7.5,7.4
22041,0.0,6.7,7.6,10.8,11.1,11.7,10.4,10.1,9.4,9.7,9.0
22043,1.0,4.7,5.3,7.8,8.5,8.4,7.9,7.3,7.1,7.3,7.0
22045,1.0,3.7,4.3,6.9,8.6,7.9,6.8,6.5,6.3,8.1,9.4
22047,1.0,5.9,6.9,9.5,10.0,10.4,9.4,8.3,7.8,7.3,6.8
22049,0.0,4.4,4.9,7.7,7.3,7.4,6.8,6.5,5.9,6.0,5.6
22051,1.0,3.6,4.5,6.3,7.4,7.2,6.7,6.3,6.0,5.7,5.3
22053,0.0,3.5,4.0,5.8,7.5,7.2,6.5,6.2,5.9,6.2,6.0
22055,1.0,3.0,3.4,5.1,6.2,5.9,5.0,4.9,4.9,5.7,6.1
22057,1.0,2.9,3.5,4.6,6.1,6.1,5.3,4.9,4.8,5.4,6.3
22059,0.0,3.8,4.0,6.8,6.5,5.7,5.1,5.0,5.2,6.9,6.6
22061,0.0,4.9,5.5,7.4,8.7,9.2,8.6,7.8,7.5,7.0,6.2
22063,1.0,3.9,4.4,6.1,7.5,7.3,6.4,5.8,5.5,5.1,5.1
22065,0.0,6.7,7.9,9.4,12.0,12.7,12.1,11.0,11.1,9.3,8.9
22067,0.0,8.1,9.0,14.5,15.4,14.4,13.0,12.4,11.2,11.0,9.7
22069,0.0,5.1,6.1,8.1,9.0,9.2,8.9,8.3,7.8,7.6,6.7
22071,1.0,5.1,6.0,7.9,8.7,8.6,7.9,7.3,6.9,6.5,5.9
22073,1.0,5.0,5.2,7.0,8.3,8.3,7.7,7.2,7.0,6.6,6.1
22075,1.0,3.9,4.7,6.5,6.1,6.3,5.9,5.7,5.7,5.6,5.3
22077,1.0,4.7,5.3,6.9,8.7,9.1,8.2,7.6,7.0,6.6,6.5
22079,1.0,4.2,4.6,6.4,7.6,7.7,7.0,6.9,6.7,6.5,6.2
22081,0.0,6.6,7.8,9.5,8.5,7.7,7.3,7.5,7.2,6.9,6.0
22083,0.0,6.3,6.6,9.7,11.0,10.9,9.7,9.6,8.7,8.7,7.4
22085,0.0,4.5,5.0,8.1,7.3,7.1,7.0,6.8,6.5,7.1,6.9
22087,1.0,4.3,4.5,6.2,8.3,8.5,8.0,7.4,6.9,6.6,6.1
22089,1.0,3.8,4.7,6.5,7.4,7.2,6.6,6.3,6.1,5.7,5.3
22091,1.0,7.5,8.9,10.8,13.1,13.7,12.1,11.3,10.0,9.1,7.6
22093,1.0,6.9,7.5,9.3,11.7,12.1,10.1,9.3,8.6,8.5,7.5
22095,1.0,5.0,6.1,8.6,10.6,10.6,9.3,8.7,8.0,7.5,6.8
22097,0.0,4.6,5.3,7.4,9.6,9.4,8.3,7.8,7.6,8.0,8.1
22099,1.0,3.7,4.2,6.6,8.0,7.4,6.2,5.9,5.7,6.9,7.7
22101,0.0,4.3,4.9,7.6,9.4,8.9,7.5,6.6,6.3,7.6,9.4
22103,1.0,3.2,4.0,5.4,6.3,6.3,5.9,5.7,5.7,5.4,5.0
22105,1.0,4.6,5.7,7.6,9.7,9.6,8.5,8.0,7.6,7.2,6.7
22107,0.0,7.5,8.5,12.0,13.8,12.9,10.8,9.4,9.4,9.8,9.8
22109,1.0,3.0,3.8,4.8,6.5,6.2,5.3,5.0,4.8,6.0,7.0
22111,1.0,5.1,5.5,10.6,10.4,9.4,8.3,7.8,7.5,7.2,6.5
22113,1.0,3.9,4.4,6.6,7.3,6.6,5.7,5.6,5.6,6.9,7.6
22115,0.0,4.6,4.9,6.7,8.6,9.0,8.3,8.8,8.5,7.8,7.2
22117,0.0,5.8,6.5,8.8,9.6,9.5,8.8,8.4,7.9,7.6,7.0
22119,1.0,5.2,6.3,8.7,10.4,10.1,9.6,9.6,8.7,8.8,8.5
22121,1.0,4.1,4.9,6.7,7.9,7.8,6.9,6.1,5.8,5.6,5.3
22123,0.0,9.5,10.4,16.3,16.3,15.9,13.6,12.7,13.0,13.4,11.9
22125,1.0,5.6,5.8,7.5,6.7,6.6,6.1,5.9,5.7,5.3,5.2
22127,0.0,5.0,5.7,8.4,9.3,9.4,8.5,8.2,7.5,8.5,7.7
23000,,4.7,5.5,8.1,8.1,7.9,7.5,6.6,5.6,4.4,3.8
23001,1.0,4.6,5.5,8.4,8.6,8.1,7.7,6.7,5.4,4.2,3.6
23003,0.0,6.3,7.0,9.7,9.7,9.8,9.3,8.6,7.6,5.9,5.4
23005,1.0,3.4,4.2,6.5,6.5,6.3,6.0,5.3,4.4,3.4,2.9
23007,0.0,6.1,7.1,10.4,9.2,9.1,8.7,7.7,6.5,4.8,4.5
23009,0.0,5.5,6.1,8.7,8.8,8.9,8.7,7.9,6.8,5.6,4.5
23011,0.0,4.6,5.3,7.6,7.6,7.5,7.2,6.2,5.4,4.2,3.6
23013,0.0,4.3,5.3,7.9,7.4,7.3,6.9,5.9,5.1,4.1,3.5
23015,0.0,4.2,5.2,7.6,7.6,7.8,7.3,6.8,5.9,4.4,3.7
23017,0.0,5.9,6.9,10.7,10.7,10.5,9.7,8.3,7.0,5.4,4.6
23019,1.0,5.1,5.8,8.2,8.5,8.3,7.8,6.8,6.1,4.7,4.3
23021,0.0,7.5,8.4,12.2,10.7,10.2,9.5,8.8,7.3,5.5,5.0
23023,1.0,3.9,4.8,7.1,6.7,6.8,6.6,5.6,4.5,3.5,3.0
23025,0.0,6.9,7.9,10.9,11.1,10.9,10.0,9.2,7.8,6.5,5.6
23027,0.0,5.4,6.2,8.9,8.5,8.3,8.3,7.2,6.0,5.2,4.2
23029,0.0,7.7,8.5,11.0,10.8,10.6,10.3,9.3,8.1,6.4,5.5
23031,1.0,4.0,4.9,7.7,8.0,7.3,6.9,6.3,5.1,3.9,3.4
24000,,3.5,4.2,7.0,7.7,7.2,7.0,6.6,5.8,5.1,4.5
24001,1.0,5.1,5.7,8.5,9.3,9.1,8.9,8.5,7.6,7.0,6.3
24003,1.0,3.0,3.7,6.4,6.9,6.3,6.0,5.7,5.1,4.4,3.8
24005,1.0,3.5,4.4,7.4,8.3,7.7,7.4,6.9,6.1,5.3,4.7
24009,1.0,2.8,3.4,5.9,6.9,6.5,6.3,5.9,5.3,4.6,3.9
24011,0.0,4.1,5.3,9.0,9.2,8.6,7.7,6.9,6.3,5.4,4.8
24013,1.0,2.9,3.7,6.4,6.8,6.1,5.9,5.5,4.8,4.2,3.7
24015,1.0,3.8,5.1,9.1,9.5,8.9,8.3,7.7,6.6,6.0,5.2
24017,1.0,2.9,3.6,5.9,6.9,6.7,6.7,6.5,5.7,5.0,4.3
24019,0.0,5.8,6.7,10.7,11.4,11.1,10.8,9.8,8.4,7.2,6.2
24021,1.0,2.9,3.6,6.3,6.9,6.4,6.1,5.7,5.0,4.5,3.9
24023,0.0,4.4,4.8,7.8,8.9,8.4,8.3,8.1,7.1,6.3,5.7
24025,1.0,3.3,4.1,7.1,7.8,7.2,6.9,6.5,5.7,4.9,4.2
24027,1.0,2.5,3.1,5.2,5.6,5.2,5.0,4.8,4.3,3.8,3.3
24029,0.0,3.5,4.8,7.6,8.8,8.1,7.6,7.2,6.4,5.3,4.9
24031,1.0,2.6,3.2,5.3,5.6,5.3,5.2,4.9,4.4,3.9,3.5
24033,1.0,3.6,4.3,6.9,7.5,7.5,7.3,6.9,6.1,5.2,4.5
24035,1.0,3.1,4.0,6.7,7.3,6.8,6.3,5.8,5.1,4.5,3.9
24037,1.0,2.9,3.6,5.6,6.5,6.3,6.2,6.0,5.4,4.8,4.3
24039,1.0,5.3,6.4,9.5,11.9,11.7,11.3,10.7,9.4,8.2,7.3
24041,0.0,3.4,4.2,7.2,8.0,7.4,7.2,6.4,5.5,4.9,4.2
24043,1.0,4.3,5.5,9.7,9.6,8.8,7.8,7.3,6.5,5.6,5.2
24045,1.0,3.9,5.2,8.3,9.8,9.8,9.4,8.7,7.7,6.8,6.3
24047,1.0,5.8,7.2,10.9,13.4,13.7,12.9,12.6,11.5,10.6,9.3
24510,1.0,5.5,6.5,10.2,11.2,10.6,10.2,9.7,8.6,7.5,6.6
25000,,4.6,5.5,8.1,8.3,7.3,6.7,6.7,5.7,4.8,3.9
25001,1.0,4.9,6.0,8.4,9.9,9.1,8.5,8.4,7.2,6.1,4.9
25003,1.0,4.5,5.3,7.7,8.7,7.8,7.3,7.4,6.6,5.4,4.5
