time,Amt[PrecipHourly1],Temp[Temp],Visby[Visibility]
2010-01-01,0.5363636363636364,1.4952380952380948,8573.190476190477
2010-01-02,0.05,-0.5685714285714283,13861.2
2010-01-03,0.0,-6.626315789473682,15141.763157894737
2010-01-04,0.0,-4.449999999999998,16069.75
2010-01-05,0.0,-3.6374999999999993,16069.75
2010-01-06,0.0,-1.4499999999999993,16069.75
2010-01-07,0.0,0.3718749999999998,16069.75
2010-01-08,0.0,-0.5743589743589744,12312.0
2010-01-09,0.03076923076923077,-3.9499999999999993,16069.75
2010-01-10,0.0,-5.853125,16069.75
2010-01-11,0.0,-3.2156249999999984,16069.75
2010-01-12,0.0,-0.1272727272727272,16070.454545454546
2010-01-13,0.0,-2.125,16069.75
2010-01-14,0.0,0.26249999999999984,16069.75
2010-01-15,0.0,2.28125,16069.75
2010-01-16,0.0,5.996875000000002,16069.75
2010-01-17,0.6107142857142858,3.1027027027027043,12460.891891891892
2010-01-18,1.2756756756756755,4.835897435897436,11638.923076923076
2010-01-19,0.019230769230769232,4.817647058823529,13093.29411764706
2010-01-20,0.0,3.884375,15793.90625
2010-01-21,0.0,1.7187499999999998,16069.75
2010-01-22,0.0,2.35625,16069.75
2010-01-23,0.0,0.84375,16069.75
2010-01-24,0.0,1.4605263157894741,16073.421052631578
2010-01-25,1.4999999999999998,9.856250000000001,7329.604166666667
2010-01-26,0.9533333333333335,6.025,15564.375
2010-01-27,0.012,1.9749999999999999,16069.75
2010-01-28,0.22285714285714284,1.0772727272727272,12347.386363636364
2010-01-29,0.15384615384615385,-5.796874999999999,16069.75
2010-01-30,0.0,-8.009375000000002,16069.75
2010-01-31,0.0,-6.08125,16069.75
2010-02-01,0.0,-1.4437499999999988,16069.75
2010-02-02,0.0,-0.8656250000000002,16069.75
2010-02-03,0.05142857142857143,-0.07560975609756102,11487.09756097561
2010-02-04,0.032,0.7156250000000001,16069.75
2010-02-05,0.0,0.6781250000000001,16069.75
2010-02-06,0.036170212765957444,-2.3054545454545456,9079.236363636364
2010-02-07,0.12692307692307692,-4.496875,16069.75
2010-02-08,0.0,-2.053125,16069.75
2010-02-09,0.0,0.5812499999999999,16069.75
2010-02-10,0.8274193548387093,-0.15294117647058822,2866.9117647058824
2010-02-11,1.5875,0.13513513513513517,11325.81081081081
2010-02-12,0.0,-0.9437499999999995,16069.75
2010-02-13,0.0,-1.9343750000000002,16069.75
2010-02-14,0.0,-0.4093749999999997,16069.75
2010-02-15,0.0,-0.08437500000000012,16069.75
2010-02-16,0.6754385964912281,0.44561403508771935,3250.6666666666665
2010-02-17,0.5,-0.4735294117647057,15622.176470588236
2010-02-18,0.0,1.6470588235294112,15586.323529411764
2010-02-19,0.0,3.3709677419354827,16072.0
2010-02-20,0.0,3.990625,16069.75
2010-02-21,0.0,4.2281249999999995,16069.75
2010-02-22,0.0,2.403125,16069.75
2010-02-23,0.9953488372093021,3.071111111111112,10010.444444444445
2010-02-24,2.541860465116278,3.695833333333334,7197.9375
2010-02-25,2.4720930232558134,2.119999999999999,7013.12
2010-02-26,1.6301886792452829,-1.3545454545454547,4589.836363636364
2010-02-27,0.6545454545454545,0.17894736842105263,15427.921052631578
2010-02-28,0.0,1.8828571428571421,16071.742857142857
2010-03-01,0.0,4.778125,16069.75
2010-03-02,0.0,4.740625,16069.75
2010-03-03,0.05588235294117647,3.092105263157896,15375.28947368421
2010-03-04,0.04230769230769231,5.043749999999999,16069.75
2010-03-05,0.0,4.3031250000000005,15717.71875
2010-03-06,0.0,5.134374999999999,16069.75
2010-03-07,0.0,8.106250000000001,16069.75
2010-03-08,0.0,10.503124999999999,16069.75
2010-03-09,0.0,11.493750000000006,16069.75
2010-03-10,0.0,7.315625000000002,16069.75
2010-03-11,0.0,8.46578947368421,15057.026315789473
2010-03-12,0.3735294117647059,7.159090909090907,11001.727272727272
2010-03-13,2.967441860465115,7.297826086956523,8597.739130434782
2010-03-14,2.2930232558139534,8.782,8442.06
2010-03-15,0.9257142857142858,6.381578947368416,15163.552631578947
2010-03-16,0.2642857142857143,9.265714285714287,16071.742857142857
2010-03-17,0.0,9.406250000000002,16019.46875
2010-03-18,0.0,10.572727272727274,16070.454545454546
2010-03-19,0.0,11.596875,15969.1875
2010-03-20,0.0,12.703125000000004,16069.75
2010-03-21,0.0,10.975,16069.75
2010-03-22,0.08529411764705884,11.026190476190473,10405.095238095239
2010-03-23,3.202380952380953,9.838888888888887,9615.277777777777
2010-03-24,0.12962962962962962,10.125000000000002,15039.388888888889
2010-03-25,0.0,9.699999999999996,16019.46875
2010-03-26,0.13714285714285715,7.802702702702702,15258.378378378378
2010-03-27,0.052000000000000005,1.653125,16069.75
2010-03-28,0.02142857142857143,4.491666666666668,15837.972222222223
2010-03-29,2.9711111111111115,9.358695652173918,5652.521739130435
2010-03-30,4.903921568627452,8.029629629629628,6855.740740740741
2010-03-31,2.0444444444444443,9.233333333333336,12494.589743589744
2010-04-01,0.012,11.49705882352941,16071.117647058823
2010-04-02,0.0,10.171874999999998,15856.40625
2010-04-03,0.0,8.679545454545455,9758.227272727272
2010-04-04,0.0,11.376595744680857,4390.531914893617
2010-04-05,0.0,14.724999999999998,16069.75
2010-04-06,0.0,14.656249999999996,14375.09375
2010-04-07,0.0,19.262499999999996,15003.0
2010-04-08,0.0,16.715624999999996,15310.0625
2010-04-09,0.7588235294117647,13.34210526315789,13409.184210526315
2010-04-10,0.3821428571428572,10.233333333333333,16070.454545454546
2010-04-11,0.0,14.34545454545455,16070.454545454546
2010-04-12,0.0,15.784375,16069.75
