UNITID,OPEID,OPEID6,HCM2,PREDDEG,LOCALE,CONTROL,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25ABV
106704,109200,1092,0,3,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,430.0,550.0,450.0,580.0,420.0,530.0,490.0,515.0,475.0,19.0,26.0,20.0,27.0,18.0,25.0,,,23.0,24.0,22.0,,1049.0,1049.0,0.0,0.0129,0.0,0.0006,0.046,0.0,0.0155,0.0,0.09,0.0,0.0,0.0129,0.055,0.0,0.0427,0.0201,0.0,0.0466,0.0162,0.0,0.0097,0.0123,0.0052,0.0,0.0201,0.0,0.0641,0.0,0.0045,0.0447,0.0,0.0,0.0,0.0,0.0621,0.2117,0.1981,0.0091,0.0,9232.0,0.6545,0.1969,0.0434,0.0168,0.0048,0.001,0.0336,0.0379,0.0112,0.1229,1,11087.0,,9749.0,9817.0,11133.0,13879.0,14099.0,,,,,,0.4101,0.6991,,0.36,,0.5125,0.1142
139931,157200,1572,0,3,32.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,520.0,590.0,510.0,590.0,480.0,570.0,555.0,550.0,525.0,22.0,25.0,21.0,25.0,20.0,25.0,6.0,8.0,24.0,23.0,23.0,7.0,1099.0,1099.0,0.0,0.0,0.0,0.0,0.0474,0.002,0.038,0.0,0.0713,0.0383,0.036000000000000004,0.0135,0.0552,0.0,0.0235,0.0784,0.0,0.0505,0.005,0.0,0.0,0.0817,0.0037,0.0,0.0276,0.0,0.0548,0.0346,0.0,0.0478,0.0,0.0,0.0,0.0,0.0303,0.0629,0.1823,0.0151,0.0,17232.0,0.6267,0.2614,0.0455,0.0137,0.0048,0.0012,0.0189,0.0133,0.0147,0.0835,1,16552.0,,13714.0,14848.0,17109.0,18817.0,19101.0,,,,,,0.3849,0.8055,,0.4359,,0.6236,0.0826
130314,140900,1409,0,3,13.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,430.0,530.0,440.0,530.0,440.0,540.0,480.0,485.0,490.0,19.0,23.0,15.0,23.0,17.0,23.0,6.0,8.0,21.0,19.0,20.0,7.0,969.0,969.0,0.0,0.0,0.0,0.0074,0.0,0.0,0.0,0.0,0.0558,0.0,0.0,0.0446,0.1413,0.0,0.0446,0.0037,0.0,0.0743,0.0112,0.0,0.0297,0.0,0.0074,0.0,0.0112,0.0,0.1041,0.0,0.1822,0.0,0.0,0.0,0.0,0.0,0.0074,0.2119,0.0558,0.0074,0.0,930.0,0.5366,0.157,0.1538,0.0247,0.0022,0.0022,0.0108,0.0022,0.1108,0.1817,1,,24792.0,,,,,,21350.0,20708.0,21833.0,26412.0,30318.0,0.3375,0.7908,,,,0.7626,0.2183
129367,763500,7635,0,2,12.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0127,0.0,0.0453,0.0,0.1141,0.0,0.0091,0.0,0.0,0.0,0.0,0.1594,0.0036,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0616,0.1612,0.0,0.0,0.0,0.0,0.0,0.0036,0.34600000000000003,0.0815,0.0,0.0,3572.0,0.17300000000000001,0.3849,0.2811,0.042,0.0008,0.0008,0.0182,0.0006,0.0985,0.7312,1,8786.0,,8754.0,10599.0,9159.0,,,,,,,,0.5758,,0.5429,,0.4204,0.059000000000000004,0.5576
137713,752500,7525,0,1,33.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23600000000000002,0.0,0.0,0.0,0.0,0.0674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1011,0.1573,0.0,0.0,0.0,0.382,0.0562,0.0,0.0,145.0,0.6138,0.3448,0.0414,0.0,0.0,0.0,0.0,0.0,0.0,0.2621,1,15198.0,,15055.0,18504.0,16064.0,,,,,,,,0.4343,,0.6452,,0.8571,0.0,0.4014
118198,1291200,12912,0,1,21.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1737,0.1802,0.0,0.0,0.0,0.0,0.0,0.1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3831,0.0698,0.0,0.0,1020.0,0.5108,0.099,0.2039,0.0873,0.0049,0.0029,0.0539,0.0,0.0373,0.0,1,,14501.0,,,,,,14162.0,14980.0,16269.0,17575.0,,0.3092,,0.2055,,,0.3483,0.4995
134529,4162500,41625,0,1,21.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0548,0.0,0.0,0.0,79.0,0.1646,0.5823,0.2405,0.0,0.0127,0.0,0.0,0.0,0.0,0.0,1,,17823.0,,,,,,17618.0,18334.0,,,,0.8933,,0.6842,,,1.0,0.6164
137351,153700,1537,0,3,11.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,530.0,620.0,540.0,630.0,510.0,600.0,575.0,585.0,555.0,23.0,28.0,23.0,29.0,23.0,27.0,7.0,8.0,26.0,26.0,25.0,8.0,1162.0,1161.0,0.0,0.0099,0.0,0.0035,0.035,0.0,0.0198,0.0,0.0626,0.0521,0.0,0.0069,0.0,0.0,0.0474,0.0435,0.0,0.0875,0.0076,0.0,0.0372,0.0,0.0056,0.0,0.0127,0.0,0.0806,0.0,0.0085,0.1444,0.0,0.0,0.0,0.0,0.0273,0.1286,0.16399999999999998,0.0152,0.0,30279.0,0.5279,0.1097,0.2024,0.0622,0.0021,0.0028,0.0368,0.0422,0.0139,0.2261,1,10027.0,,6735.0,8207.0,11583.0,14506.0,15676.0,,,,,,0.4186,0.8863,,0.675,,0.4781,0.2112
117733,122800,1228,0,1,11.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0215,0.0078,0.0042,0.0,0.0083,0.0,0.0173,0.0072,0.1515,0.0,0.0072,0.4681,0.0,0.006,0.0083,0.0,0.0,0.0012,0.003,0.0,0.0042,0.0,0.0131,0.0453,0.0,0.0757,0.0,0.0036,0.0018,0.0,0.0161,0.0584,0.0692,0.0012,0.0,16127.0,0.3012,0.0544,0.4924,0.0797,0.0017,0.0016,0.0213,0.0061,0.0415,0.7244,1,7503.0,,7123.0,7872.0,9590.0,8272.0,,,,,,,0.3346,,0.7331,,0.4784,0.0372,0.4081
129932,2202500,22025,0,1,21.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,310.0,0.3839,0.2452,0.32899999999999996,0.0,0.0,0.0,0.0032,0.0032,0.0355,0.4774,1,,9820.0,,,,,,9789.0,9819.0,9939.0,10889.0,11189.0,0.8621,,,,,0.8537,0.9437
118976,124000,1240,0,2,12.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0333,0.0005,0.0,0.0,0.0147,0.0022,0.0174,0.0005,0.0,0.0,0.0016,0.0044,0.1129,0.0,0.0055,0.1767,0.0,0.0,0.0022,0.0,0.1434,0.0049,0.0,0.0,0.0098,0.0,0.0011,0.0567,0.0207,0.0191,0.0,0.0327,0.0115,0.0,0.0387,0.1679,0.1194,0.0022,0.0,16253.0,0.3898,0.0345,0.4432,0.0602,0.006,0.0105,0.0262,0.0008,0.0287,0.6219,1,7545.0,,7463.0,8414.0,9884.0,13017.0,,,,,,,0.4141,,0.7368,,0.5496,0.0,0.3353
141839,161500,1615,0,2,13.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0106,0.0,0.0,0.0152,0.0,0.0,0.0,0.1106,0.0182,0.0,0.0318,0.0,0.0106,0.0,0.0,0.3955,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0167,0.0152,0.0,0.0106,0.0212,0.0,0.0,0.0,0.1758,0.1652,0.0,0.0,3302.0,0.2068,0.0109,0.1124,0.2723,0.0045,0.1075,0.2701,0.0142,0.0012,0.6045,1,7156.0,,6245.0,6885.0,8882.0,11094.0,11673.0,,,,,,0.4522,,,,,0.2947,0.45899999999999996
127389,135500,1355,0,2,33.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.1705,0.0,0.0,0.0,0.0,0.0,0.0138,0.0415,0.0,0.0,0.0046,0.0,0.0,0.0,0.0,0.3917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138,0.0,0.0,0.0,0.0,0.3456,0.0184,0.0,0.0,476.0,0.6071,0.0756,0.2248,0.0021,0.0147,0.0,0.0294,0.0273,0.0189,0.2794,1,10716.0,,8567.0,10065.0,12770.0,14289.0,13547.0,,,,,,0.3337,,0.5175,,0.35,0.2387,0.1674
128106,136500,1365,0,3,12.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,430.0,540.0,450.0,540.0,,,485.0,495.0,,18.0,23.0,17.0,23.0,17.0,24.0,,,21.0,20.0,21.0,,971.0,971.0,0.0,0.0,0.0,0.0,0.0448,0.0,0.0353,0.0,0.0,0.0153,0.0224,0.0141,0.0,0.0,0.0506,0.0506,0.0,0.0353,0.0141,0.0,0.0,0.1025,0.0,0.0,0.0094,0.0,0.073,0.0,0.0718,0.1437,0.0,0.0,0.0,0.0,0.0506,0.106,0.1413,0.0188,0.0,4227.0,0.4987,0.0785,0.3196,0.0135,0.0064,0.0014,0.0388,0.0189,0.0241,0.1483,1,12973.0,,9717.0,11352.0,13486.0,16097.0,16457.0,,,,,,0.4085,0.6322,,0.3214,,0.5706,0.2387
104151,108100,1081,0,3,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,500.0,630.0,520.0,640.0,,,565.0,580.0,,22.0,28.0,21.0,28.0,23.0,28.0,,,25.0,25.0,26.0,,1145.0,1135.0,0.0,0.0124,0.0166,0.0067,0.0474,0.0,0.0314,0.0,0.0427,0.0774,0.0003,0.0121,0.0237,0.0136,0.0223,0.0004,0.0,0.0819,0.0139,0.0,0.0657,0.0164,0.0084,0.0,0.0108,0.0,0.0557,0.0,0.0,0.1034,0.0,0.0,0.0,0.0,0.0759,0.0112,0.2364,0.0132,0.0,39316.0,0.5457,0.0394,0.188,0.0686,0.0133,0.0024,0.0401,0.0942,0.0083,0.0902,1,10858.0,,7195.0,7702.0,12407.0,14527.0,15349.0,,,,,,0.3192,0.8609,,0.4286,,0.4527,0.1414
121992,1294200,12942,0,1,21.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0476,0.9524,0.0,0.0,0.0,0.0,0.0,0.1693,1,,4874.0,,,,,,4874.0,4874.0,,,,0.5324,,0.8713,,0.875,0.0,0.7571
130253,140300,1403,0,3,21.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0428,0.0,0.0104,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0255,0.0382,0.0,0.0463,0.0046,0.0,0.0,0.0,0.0058,0.0,0.0093,0.0,0.1181,0.0509,0.0255,0.037000000000000005,0.0,0.0,0.0,0.0,0.0185,0.2778,0.2697,0.0174,0.0,4904.0,0.6925,0.0355,0.0742,0.0212,0.0018,0.0014,0.0114,0.0104,0.1515,0.1376,1,,36796.0,,,,,,30948.0,31708.0,33905.0,37007.0,39182.0,0.1887,0.8224,,,,0.6206,0.1337
110547,114100,1141,0,3,13.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.005,0.0669,0.0,0.0169,0.0,0.0308,0.0,0.0015,0.0085,0.0,0.0,0.0219,0.0819,0.0,0.0261,0.0115,0.0,0.0131,0.0319,0.0042,0.0,0.005,0.0,0.1034,0.0519,0.0604,0.0953,0.0,0.0,0.0,0.0,0.0196,0.1319,0.2003,0.0119,0.0,12199.0,0.0835,0.1472,0.5732,0.0956,0.0018,0.0034,0.0274,0.0302,0.0376,0.2798,1,2416.0,,511.0,2002.0,5991.0,10831.0,12331.0,,,,,,0.6047,0.7966,,0.5313,,0.3827,0.3762
102049,103600,1036,0,3,21.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,510.0,620.0,500.0,615.0,500.0,610.0,565.0,558.0,555.0,23.0,29.0,24.0,30.0,21.0,27.0,,,26.0,27.0,24.0,,1165.0,1165.0,0.0,0.0,0.0,0.0016,0.0637,0.0,0.0143,0.0,0.0653,0.0064,0.0,0.0175,0.0478,0.0478,0.0271,0.008,0.0,0.0494,0.0064,0.0,0.0048,0.0732,0.0223,0.0032,0.0016,0.0,0.035,0.0,0.0143,0.0414,0.0,0.0,0.0,0.0,0.0876,0.1799,0.1449,0.0366,0.0,3033.0,0.8183,0.0656,0.06,0.0092,0.002,0.0,0.0115,0.0297,0.0036,0.0409,1,,26733.0,,,,,,19621.0,24771.0,26558.0,28610.0,29641.0,0.1391,0.8795,,0.8,,0.3385,0.0601
125310,2061600,20616,0,1,12.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0588,0.0,0.9412,0.0,0.0,0.0,0.0,0.0,0.0,0.3529,1,,6787.0,,,,,,6574.0,,6999.0,,,0.6609999999999999,,0.8333,,1.0,0.0,0.4286
123916,408000,4080,0,4,12.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
125727,134100,1341,0,3,22.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,530.0,650.0,520.0,640.0,520.0,640.0,590.0,580.0,580.0,23.0,29.0,24.0,31.0,23.0,29.0,,,26.0,28.0,26.0,,1175.0,1175.0,0.0,0.0,0.0,0.0,0.096,0.0,0.008,0.0,0.0507,0.016,0.0,0.008,0.0,0.0,0.0747,0.0533,0.0,0.0987,0.008,0.0,0.0,0.136,0.0453,0.0,0.0293,0.0,0.055999999999999994,0.0,0.0,0.0773,0.0,0.0,0.0,0.0,0.08800000000000001,0.0,0.1253,0.0293,0.0,1297.0,0.6515,0.0146,0.1349,0.0709,0.0015,0.0015,0.0771,0.0162,0.0316,0.0015,1,,30370.0,,,,,,23143.0,22793.0,26898.0,29757.0,36872.0,0.2041,0.9127,,,,0.5443,0.0092
126942,954200,9542,0,2,11.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0067,0.0,0.0086,0.0,0.0486,0.0,0.0305,0.0,0.0,0.0495,0.0,0.3962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0029,0.0,0.0,0.0,0.0,0.0286,0.0,0.0124,0.3581,0.0552,0.0,0.0,7725.0,0.3678,0.1551,0.248,0.0592,0.0122,0.0026,0.0509,0.0554,0.0489,0.6902,1,8303.0,,7163.0,8776.0,10526.0,13022.0,13759.0,,,,,,0.4683,,0.5309,,0.3706,0.3792,0.42200000000000004
127778,136200,1362,0,1,33.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.1305,0.0,0.0,0.0,0.0,0.0,0.002,0.0482,0.0462,0.0,0.006,0.0,0.0,0.0,0.0,0.2309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0602,0.0,0.0,0.0,0.1526,0.0,0.0,0.0,0.2851,0.0382,0.0,0.0,962.0,0.5239,0.0385,0.2848,0.0062,0.0135,0.0052,0.0343,0.0551,0.0385,0.3399,1,10394.0,,9335.0,8981.0,11725.0,14060.0,15437.0,,,,,,0.4596,,0.5166,,0.4737,0.2636,0.3188
133951,963500,9635,0,3,21.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,500.0,590.0,490.0,580.0,490.0,580.0,545.0,535.0,535.0,22.0,26.0,20.0,26.0,21.0,26.0,7.0,8.0,24.0,23.0,24.0,8.0,1089.0,1089.0,0.0,0.0042,0.0002,0.0036,0.0415,0.0,0.0244,0.0,0.044000000000000004,0.0532,0.0063,0.0041,0.0,0.0,0.0243,0.0336,0.0,0.0627,0.0017,0.0,0.0016,0.011000000000000001,0.0068,0.0,0.0147,0.0,0.1187,0.055999999999999994,0.0264,0.0881,0.0,0.0,0.0,0.0,0.0207,0.0666,0.2761,0.0096,0.0,39102.0,0.0952,0.1215,0.6709999999999999,0.0263,0.0007,0.0013,0.0228,0.0521,0.0092,0.35200000000000004,1,11845.0,,9039.0,10999.0,13574.0,14172.0,14930.0,,,,,,0.5642,0.8424,,0.6182,,0.4628,0.2698
113111,927200,9272,0,2,41.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0194,0.0,0.0207,0.0,0.0,0.0,0.0,0.0267,0.0097,0.0,0.0146,0.0085,0.0,0.0085,0.0231,0.0,0.1239,0.0,0.0024,0.0,0.0146,0.0,0.0522,0.0729,0.0,0.1349,0.0,0.0,0.0,0.0,0.0267,0.373,0.0535,0.0146,0.0,5152.0,0.4082,0.0415,0.4365,0.0499,0.0043,0.0025,0.0526,0.0017,0.0027,0.6159,1,10976.0,,10409.0,11139.0,12727.0,14026.0,10886.0,,,,,,0.2319,,0.6628,,0.5414,0.0,0.2772
120290,448100,4481,0,1,21.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.006,0.0,0.0,0.179,0.0174,0.0905,0.0,0.0,0.0174,0.0248,0.006,0.0047,0.0,0.0054,0.0194,0.0,0.0141,0.063,0.0,0.0241,0.0027,0.0,0.0,0.0999,0.0,0.0067,0.0094,0.0,0.2017,0.0,0.0,0.0,0.0,0.0724,0.0529,0.0824,0.0,0.0,10093.0,0.1964,0.0379,0.1834,0.304,0.0019,0.0067,0.0458,0.0334,0.1905,0.6966,1,9948.0,,9355.0,10518.0,12192.0,13744.0,16227.0,,,,,,0.1618,,0.7695,,0.3874,0.013000000000000001,0.3528
141680,161200,1612,0,2,11.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0029,0.0,0.0,0.0322,0.040999999999999995,0.040999999999999995,0.0,0.0556,0.0,0.0205,0.0,0.0,0.2577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0878,0.0161,0.0,0.2533,0.1098,0.0425,0.0059,0.0337,0.0,0.0,0.0,0.0,3261.0,0.0767,0.0224,0.1027,0.4201,0.0018,0.0776,0.2815,0.012,0.0052,0.5391,1,6691.0,,5481.0,7070.0,8883.0,10467.0,10491.0,,,,,,0.2587,,0.5336,,0.3702,0.1291,0.3977
134574,2279600,22796,0,1,21.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,187.0,0.5882,0.1551,0.1444,0.0321,0.0107,0.0107,0.0374,0.0,0.0214,0.4171,1,,20337.0,,,,,,19441.0,20531.0,22961.0,23477.0,,0.782,,,,,0.9204,0.5723
102030,103000,1030,0,2,12.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0018,0.0268,0.0358,0.0,0.0,0.068,0.0,0.0233,0.0,0.0,0.1521,0.0,0.0,0.0,0.0,0.0787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0376,0.1395,0.1789,0.0,0.22899999999999998,0.0036,0.0,0.0,2927.0,0.2504,0.6709999999999999,0.0191,0.0157,0.0075,0.0014,0.0123,0.0198,0.0027,0.3604,1,4805.0,,4764.0,4970.0,5898.0,6715.0,,,,,,,0.6327,,0.4084,,0.3231,0.0,0.3966
141237,159700,1597,0,3,41.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,433.0,550.0,430.0,530.0,410.0,530.0,492.0,480.0,470.0,18.0,23.0,17.0,24.0,17.0,22.0,,,21.0,21.0,20.0,,971.0,971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1522,0.0,0.0,0.0,0.0,0.0,0.0109,0.0217,0.0,0.0217,0.0,0.0,0.0,0.0,0.0,0.3913,0.0,0.0,0.0761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2609,0.0652,0.0,729.0,0.8422,0.07,0.0466,0.0014,0.0,0.0,0.0,0.0096,0.0302,0.059000000000000004,1,,17626.0,,,,,,15925.0,16639.0,17494.0,19037.0,20343.0,0.2098,0.6738,,0.0,,0.2522,0.066
137032,152600,1526,0,3,23.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0008,0.0,0.0,0.0,0.0,0.0468,0.0,0.0357,0.0,0.0,0.0,0.0,0.0,0.0019,0.2003,0.0,0.0069,0.0019,0.0,0.0,0.0105,0.0078,0.0019,0.0,0.0,0.0884,0.1804,0.0349,0.0285,0.0,0.0,0.0,0.0,0.0,0.0338,0.3153,0.0039,0.0,11976.0,0.3823,0.3696,0.1104,0.0124,0.005,0.0022,0.0145,0.0256,0.0781,0.3059,1,,19388.0,,,,,,15922.0,17635.0,19535.0,21915.0,23708.0,0.4828,0.6823,,,,0.6032,0.7228
133155,1323400,13234,0,1,21.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0132,0.0,0.0868,0.1789,0.0053,0.0,0.0105,0.0,0.0368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1158,0.0,0.0,0.0,0.5026,0.05,0.0,0.0,679.0,0.3432,0.1311,0.5037,0.0088,0.0044,0.0,0.0088,0.0,0.0,0.4006,1,9783.0,,7845.0,12690.0,12690.0,,,,,,,,0.2653,,0.7361,,0.8302,0.0,0.2345
110699,131900,1319,0,4,11.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
118116,1231600,12316,0,1,11.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.1719,0.0938,0.6094,0.125,0.0,0.0,0.0,0.0,0.0,0.8438,0,,8974.0,,,,,,8939.0,9130.0,,,,0.8021,,0.6,,0.7308,0.0,0.5224
